x1,x2,x3,x4,u1,u2
0.1257302210933933,-0.1321048632913019,0.6404226504432821,0.10490011715303971,0.18705266763276332,0.16058984895686512
0.04879687758223186,-0.024689214282388225,0.5391896130779527,0.298984960224262,-0.06683841425323772,-0.08755973074038202
0.1567412087279581,-0.20206250531268133,0.3525961957077758,0.35574812514671883,-0.30016503156786617,-0.3102323071569156
0.24751994544309924,-0.28004886786400285,0.48511460859636085,0.163399873022332,-0.4784345911249548,-0.46342034645921465
0.36845965456286534,-0.4063855940213793,0.7390464022753156,-0.03655581787728778,-0.5790164604071392,-0.5202746407447697
0.5134185534312966,-0.6529158990575593,0.8828060783086596,-0.16925033284421326,-0.5943739084568318,-0.47783972181557094
0.5713048259479717,-0.8875246099630139,0.8604852074571598,-0.36268471422053117,-0.5319496868720648,-0.356865270535594
0.5091051316315186,-0.9267245174004505,0.985156932816264,-0.5191624424554306,-0.41104292792768193,-0.1949062449190731
0.3982110264771,-1.015020301286518,0.7897223928246266,-0.6253888075404859,-0.2576851830476613,-0.034911213951336964
0.2571928942086241,-1.00488709628882,0.6170527425854394,-0.6154416111019643,-0.09889210982732989,0.08720299145183925
0.0973338539954438,-0.8878864505910591,0.47993024112533206,-0.5382866838168437,0.04233978928485964,0.15226500902899176
0.010015212781351694,-0.7607966501674137,0.38673785239948777,-0.29899818355617547,0.15027542477982364,0.16202490181444434
-0.12987312986592306,-0.49279202302787456,0.319531620701214,-0.2145061626547965,0.21748548618649255,0.13670453918433198
-0.1281205944148736,-0.40097540240267915,0.10860229549448544,0.006381109077294916,0.2438858648999635,0.10687372895272433
-0.15047832090380023,-0.22196052339238095,-0.004553134099985125,0.0979194831833858,0.23446768180057917,0.10232006407803322
-0.1501690146063846,-0.05789773070349726,-0.026450405263407986,0.19790026661588478,0.196657752362392,0.1414571294725169
-0.09636679981865644,0.025327065714584124,0.05160797796404119,0.4149526868921688,0.13818633223783872,0.22459705007309927
-0.1371043492733464,0.07256861115929789,-0.03999537713799553,0.4151387765785432,0.06601253067333586,0.33318052812466414
-0.264467447064698,0.2079483537336791,0.0645371277976434,0.340106622322956,-0.013611957434518079,0.4351991565139495
-0.32578162981130654,0.10550732794826938,-0.03306079039751542,0.3598380045522778,-0.09431479370295788,0.4951344958941539
-0.3448307575723466,-0.05408536001360253,-0.046818006887714134,0.44532743127608865,-0.1686761613137246,0.48535749035773323
-0.3892370361459804,-0.1743516316822952,-0.021672115148599867,0.4087009619368429,-0.22790422514296133,0.3954923819226376
-0.4307321017719605,-0.25742670200858614,0.03539967346212759,0.27162128698403465,-0.2625833064183622,0.23687169551731804
-0.3888053976222785,-0.35397386284351234,0.15412153174054766,0.18610367519053836,-0.2645438028557557,0.04069004810800973
-0.2914067477236264,-0.4523435408501969,0.2242486582603861,0.0800384149795944,-0.22942884043959744,-0.1496544744249505
-0.10503666507712339,-0.5960825197766804,0.21687779263604093,0.05454461675101667,-0.15916471229905443,-0.28983259689428303
0.0065433892870297924,-0.5526570445049027,0.27175392019158806,-0.09113179393535788,-0.06341113847770698,-0.3462393352289853
0.09393909900886016,-0.46841659187952644,0.25990760522386724,-0.1989562084406355,0.040764985116021654,-0.30474088646537373
0.09943647578848533,-0.2739400806762408,0.279460022878531,-0.2892433683190611,0.13131095018988714,-0.17412383488209252
0.03722440390312335,-0.062156243885357024,0.24017682760413964,-0.3278563822776762,0.18542921621369216,0.016570341898365468
-0.049067852281283936,0.11950947439971615,0.22794744494363012,-0.22693496425999726,0.18478039613145186,0.22588659285295798
-0.0854728322629072,0.14862807614749107,0.19536532853301458,0.0768564368732094,0.12039588398879378,0.4106186395623491
-0.16707103244022697,0.03576244165582737,-0.1058626780363682,0.22364543257276612,-0.004028428340194498,0.5362640174745054
-0.2529284456221691,-0.07804029628121806,-0.2076311289552094,0.33711883614011245,-0.17149663750519412,0.5844762453239988
-0.37072027447609224,-0.231449164260133,-0.3112068540090462,0.25294869230605166,-0.3541747849485775,0.5557428890036255
-0.3907452900530849,-0.47427247012700635,-0.22298829344276794,0.24820513754019838,-0.5186238958728602,0.4669876319874456
-0.45635376737491895,-0.7327393531297557,-0.2666077038378116,-0.04393912291512253,-0.6327449658076839,0.3452465926304379
-0.4305271721836077,-1.073518532041448,-0.3022883796013868,-0.2787013240567964,-0.6728756840508966,0.21957308697986985
-0.37510606131007285,-1.2935593864968533,-0.09663680655832409,-0.4393956269903417,-0.6293535164719628,0.11361195888628993
-0.3354907946262418,-1.4694547992963847,-0.04344214908955166,-0.6436739013712851,-0.5091590824815183,0.04082210529616322
-0.2809101647970632,-1.4773592629149697,0.20873835884375153,-0.6713553165035675,-0.33491460642988874,0.003314898769530807
