x1,x2,x3,x4,x5,x6,x7,u1,y1,y2,y3,z1,z2,z3,z4,z5,z6,z7,z8
0.1257302210933933,-0.1321048632913019,0.6404226504432821,0.10490011715303971,-0.535669373161111,0.36159505490948474,1.3040000451301372,0.18705266763276332,0.1257302210933933,0.6404226504432821,-0.535669373161111,0.1257302210933933,-0.1321048632913019,0.6404226504432821,0.10490011715303971,-0.535669373161111,0.36159505490948474,1.3040000451301372,0.18705266763276332
0.11926993912324173,-0.12318722357784315,-0.2820408387498249,-0.015527777116301811,-3.2182559065445213,0.3894082704265054,-0.05588055167394679,-0.06683841425323772,0.11926993912324173,-0.2820408387498249,-3.2182559065445213,0.11926993912324173,-0.12318722357784315,-0.2820408387498249,-0.015527777116301811,-3.2182559065445213,0.3894082704265054,-0.05588055167394679,-0.06683841425323772
0.11430796773561215,-0.14752407551065205,-0.6809315655808544,-0.1003206245874002,0.511043956512462,0.3426193487355746,-1.597017667076102,-0.30016503156786617,0.11430796773561215,-0.6809315655808544,0.511043956512462,0.11430796773561215,-0.14752407551065205,-0.6809315655808544,-0.1003206245874002,0.511043956512462,0.3426193487355746,-1.597017667076102,-0.30016503156786617
0.10979432168323343,-0.18832268624973086,-0.9352528837529791,0.013128455292134376,3.025493553153247,0.2243341643547959,-2.8858324675283544,-0.4784345911249548,0.10979432168323343,-0.9352528837529791,3.025493553153247,0.10979432168323343,-0.18832268624973086,-0.9352528837529791,0.013128455292134376,3.025493553153247,0.2243341643547959,-2.8858324675283544,-0.4784345911249548
0.10589708471159864,-0.23587466045537878,-0.9496827587778027,0.09320768926352418,-0.46906909824694065,0.05569908941751117,-3.6324851741060504,-0.5790164604071392,0.10589708471159864,-0.9496827587778027,-0.46906909824694065,0.10589708471159864,-0.23587466045537878,-0.9496827587778027,0.09320768926352418,-0.46906909824694065,0.05569908941751117,-3.6324851741060504,-0.5790164604071392
0.10109170768212221,-0.29186447477468797,-1.268236440994039,-0.013440345047766946,-2.855178461995358,-0.1319968611793202,-3.71046972770835,-0.5943739084568318,0.10109170768212221,-1.268236440994039,-2.855178461995358,0.10109170768212221,-0.29186447477468797,-1.268236440994039,-0.013440345047766946,-2.855178461995358,-0.1319968611793202,-3.71046972770835,-0.5943739084568318
0.09694760207684608,-0.3537908526294413,-1.187410184746715,-0.08901187219133995,0.44268547688788834,-0.30543692563104646,-3.148727223184253,-0.5319496868720648,0.09694760207684608,-1.187410184746715,0.44268547688788834,0.09694760207684608,-0.3537908526294413,-1.187410184746715,-0.08901187219133995,0.44268547688788834,-0.30543692563104646,-3.148727223184253,-0.5319496868720648
0.09321876746510228,-0.40683210241437373,-0.9171099465310548,0.011316564053532286,2.684636803236756,-0.4363103123946041,-2.0999597018186433,-0.41104292792768193,0.09321876746510228,-0.9171099465310548,2.684636803236756,0.09321876746510228,-0.40683210241437373,-0.9171099465310548,0.011316564053532286,2.684636803236756,-0.4363103123946041,-2.0999597018186433,-0.41104292792768193
0.09193252528072093,-0.4286175428301607,0.04837309345442597,0.08320309214255225,-0.39046754281215673,-0.5062543521578787,-0.7923284541751693,-0.2576851830476613,0.09193252528072093,0.04837309345442597,-0.39046754281215673,0.09193252528072093,-0.4286175428301607,0.04837309345442597,0.08320309214255225,-0.39046754281215673,-0.5062543521578787,-0.7923284541751693,-0.2576851830476613
0.0903499823592155,-0.4109298111749203,0.650169987981629,-0.01058993346706474,-2.5326023534859248,-0.5091409280383946,0.5254935046177434,-0.09889210982732989,0.0903499823592155,0.650169987981629,-2.5326023534859248,0.0903499823592155,-0.4109298111749203,0.650169987981629,-0.01058993346706474,-2.5326023534859248,-0.5091409280383946,0.5254935046177434,-0.09889210982732989
0.08983660909142237,-0.3603347674239793,1.3527912145841212,-0.07844629543295341,0.3670857706226471,-0.4506777060298395,1.6350459912944686,0.04233978928485964,0.08983660909142237,1.3527912145841212,0.3670857706226471,0.08983660909142237,-0.3603347674239793,1.3527912145841212,-0.07844629543295341,0.3670857706226471,-0.4506777060298395,1.6350459912944686,0.04233978928485964
0.08774812730851843,-0.2843703024874423,1.6582921290134103,0.009427102813733998,2.3715178000814428,-0.34580710560338584,2.3852065190123257,0.15027542477982364,0.08774812730851843,1.6582921290134103,2.3715178000814428,0.08774812730851843,-0.2843703024874423,1.6582921290134103,0.009427102813733998,2.3715178000814428,-0.34580710560338584,2.3852065190123257,0.15027542477982364
0.0858906285881366,-0.19472304126833687,1.895739128791829,0.07320810760754233,-0.33627781973147686,-0.21476176733036587,2.7099500560616834,0.21748548618649255,0.0858906285881366,1.895739128791829,-0.33627781973147686,0.0858906285881366,-0.19472304126833687,1.895739128791829,0.07320810760754233,-0.33627781973147686,-0.21476176733036587,2.7099500560616834,0.21748548618649255
0.0854329554755658,-0.0921592272230005,2.170468481924982,-0.008834844589346209,-2.2204926753990097,-0.07879264473500276,2.6257841292933155,0.2438858648999635,0.0854329554755658,2.170468481924982,-2.2204926753990097,0.0854329554755658,-0.0921592272230005,2.170468481924982,-0.008834844589346209,-2.2204926753990097,-0.07879264473500276,2.6257841292933155,0.2438858648999635
0.08373186726917546,0.011993331179871669,1.9614212446782744,-0.0689451014288031,0.3026923098381829,0.04349994247455734,2.2126275608292714,0.23446768180057917,0.08373186726917546,1.9614212446782744,0.3026923098381829,0.08373186726917546,0.011993331179871669,1.9614212446782744,-0.0689451014288031,0.3026923098381829,0.04349994247455734,2.2126275608292714,0.23446768180057917
0.08108546141154518,0.09401428797462083,1.2951190071966119,0.00743504516806834,2.077350447207169,0.13859179571132754,1.5853187701110913,0.196657752362392,0.08108546141154518,1.2951190071966119,2.077350447207169,0.08108546141154518,0.09401428797462083,1.2951190071966119,0.00743504516806834,2.077350447207169,0.13859179571132754,1.5853187701110913,0.196657752362392
0.0797091370085204,0.1460715615483732,0.7722768094882067,0.0640365809190613,-0.27181513413512304,0.19897960307742277,0.8642137854350844,0.13818633223783872,0.0797091370085204,0.7722768094882067,-0.27181513413512304,0.0797091370085204,0.1460715615483732,0.7722768094882067,0.0640365809190613,-0.27181513413512304,0.19897960307742277,0.8642137854350844,0.13818633223783872
0.07788347244707652,0.17143221336960326,0.236416720406996,-0.00727326217186886,-1.9500009009191843,0.2228090620884675,0.15225972544448818,0.06601253067333586,0.07788347244707652,0.236416720406996,-1.9500009009191843,0.07788347244707652,0.17143221336960326,0.236416720406996,-0.00727326217186886,-1.9500009009191843,0.2228090620884675,0.15225972544448818,0.06601253067333586
0.07577373729870598,0.16130222035966107,-0.6336269381071722,-0.06087228335045697,0.24062590266278755,0.21264316124745547,-0.4770306504179488,-0.013611957434518079,0.07577373729870598,-0.6336269381071722,0.24062590266278755,0.07577373729870598,0.16130222035966107,-0.6336269381071722,-0.06087228335045697,0.24062590266278755,0.21264316124745547,-0.4770306504179488,-0.013611957434518079
0.07443559640333897,0.11435554279954167,-1.2253531519640006,0.005847396044275159,1.8378659816242955,0.1739430770222553,-0.9801472135550833,-0.09431479370295788,0.07443559640333897,-1.2253531519640006,1.8378659816242955,0.07443559640333897,0.11435554279954167,-1.2253531519640006,0.005847396044275159,1.8378659816242955,0.1739430770222553,-0.9801472135550833,-0.09431479370295788
0.07423946786318376,0.04381336713928808,-1.570792350075273,0.0566283652194522,-0.2185747791250293,0.11376026125231531,-1.3357250028506082,-0.1686761613137246,0.07423946786318376,-1.570792350075273,-0.2185747791250293,0.07423946786318376,0.04381336713928808,-1.570792350075273,0.0566283652194522,-0.2185747791250293,0.11376026125231531,-1.3357250028506082,-0.1686761613137246
0.07327579198455,-0.03119332408146646,-1.40503511195298,-0.005456857763267055,-1.7154118123857318,0.03991927290996897,-1.5335457271702615,-0.22790422514296133,0.07327579198455,-1.40503511195298,-1.7154118123857318,0.07327579198455,-0.03119332408146646,-1.40503511195298,-0.005456857763267055,-1.7154118123857318,0.03991927290996897,-1.5335457271702615,-0.22790422514296133
0.07161235749615665,-0.09797604837317275,-1.2444699357755309,-0.05307476952276609,0.1971750817556515,-0.03930778594961815,-1.5659937226138085,-0.2625833064183622,0.07161235749615665,-1.2444699357755309,0.1971750817556515,0.07161235749615665,-0.09797604837317275,-1.2444699357755309,-0.05307476952276609,0.1971750817556515,-0.03930778594961815,-1.5659937226138085,-0.2625833064183622
0.0721516001595015,-0.14903930151580577,-0.7830370275533333,0.005177917163469747,1.6172602011489552,-0.11527370073962126,-1.425935254193003,-0.2645438028557557,0.0721516001595015,-0.7830370275533333,1.6172602011489552,0.0721516001595015,-0.14903930151580577,-0.7830370275533333,0.005177917163469747,1.6172602011489552,-0.11527370073962126,-1.425935254193003,-0.2645438028557557
0.0742156642838621,-0.17411352084910853,-0.21412928163805783,0.050250960286640126,-0.18029744895623517,-0.1791321736753268,-1.1120299728551133,-0.22942884043959744,0.0742156642838621,-0.21412928163805783,-0.18029744895623517,0.0742156642838621,-0.17411352084910853,-0.21412928163805783,0.050250960286640126,-0.18029744895623517,-0.1791321736753268,-1.1120299728551133,-0.22942884043959744
0.0769390392306751,-0.16869843582569097,0.42595212810795846,-0.004247507670131642,-1.5170987327406382,-0.22243211138698682,-0.6392007482780411,-0.15916471229905443,0.0769390392306751,0.42595212810795846,-1.5170987327406382,0.0769390392306751,-0.16869843582569097,0.42595212810795846,-0.004247507670131642,-1.5170987327406382,-0.22243211138698682,-0.6392007482780411,-0.15916471229905443
0.07833827145289034,-0.13573602550312092,0.8794431632163963,-0.046758357557845825,0.16201279765080184,-0.23825749877663105,-0.04948942958259139,-0.06341113847770698,0.07833827145289034,0.8794431632163963,0.16201279765080184,0.07833827145289034,-0.13573602550312092,0.8794431632163963,-0.046758357557845825,0.16201279765080184,-0.23825749877663105,-0.04948942958259139,-0.06341113847770698
0.08100937854073012,-0.070881317314666,1.6890142576333147,0.004670585669161306,1.439599481398128,-0.22277221221069507,0.5823261571863241,0.040764985116021654,0.08100937854073012,1.6890142576333147,1.439599481398128,0.08100937854073012,-0.070881317314666,1.6890142576333147,0.004670585669161306,1.439599481398128,-0.22277221221069507,0.5823261571863241,0.040764985116021654
0.08269520754096353,0.026601403672440224,2.1752642347568,0.0450225738074441,-0.15334291722680704,-0.1767745883896856,1.1528331554695201,0.13131095018988714,0.08269520754096353,2.1752642347568,-0.15334291722680704,0.08269520754096353,0.026601403672440224,2.1752642347568,0.0450225738074441,-0.15334291722680704,-0.1767745883896856,1.1528331554695201,0.13131095018988714
0.08591185704405643,0.1474066349752279,2.6142856713741223,-0.003139824007921639,-1.3465856976237696,-0.10671960647781427,1.5454143436435919,0.18542921621369216,0.08591185704405643,2.6142856713741223,-1.3465856976237696,0.08591185704405643,0.1474066349752279,2.6142856713741223,-0.003139824007921639,-1.3465856976237696,-0.10671960647781427,1.5454143436435919,0.18542921621369216
0.0880128914516386,0.28103380952579327,2.6857511301695123,-0.041061167359529534,0.13793941826697395,-0.024691346539437154,1.6548634719819022,0.18478039613145186,0.0880128914516386,2.6857511301695123,0.13793941826697395,0.0880128914516386,0.28103380952579327,2.6857511301695123,-0.041061167359529534,0.13793941826697395,-0.024691346539437154,1.6548634719819022,0.18478039613145186
0.0900148406502476,0.40973952303991645,2.4208515983137295,0.003914133101125861,1.2626020622478609,0.05298243390613702,1.4155446560566256,0.12039588398879378,0.0900148406502476,2.4208515983137295,1.2626020622478609,0.0900148406502476,0.40973952303991645,2.4208515983137295,0.003914133101125861,1.2626020622478609,0.05298243390613702,1.4155446560566256,0.12039588398879378
0.09322033150273913,0.5241107650335077,2.117482058218984,0.03974533416676069,-0.1208053942533787,0.10843377400125116,0.825351193122071,-0.004028428340194498,0.09322033150273913,2.117482058218984,-0.1208053942533787,0.09322033150273913,0.5241107650335077,2.117482058218984,0.03974533416676069,-0.1208053942533787,0.10843377400125116,0.825351193122071,-0.004028428340194498
0.09805957875707143,0.6373291878792701,2.372508099416973,-0.0014518324592265707,-1.1619665113153783,0.12584237065209408,-0.04222455778940682,-0.17149663750519412,0.09805957875707143,2.372508099416973,-1.1619665113153783,0.09805957875707143,0.6373291878792701,2.372508099416973,-0.0014518324592265707,-1.1619665113153783,0.12584237065209408,-0.04222455778940682,-0.17149663750519412
