run,J,lambda,rho,time,attempts,stress,ratio_violation
0.000000000000000000e+00,1.590400741422261399e+00,5.024302122935792730e-02,9.993692501083841773e-01,9.260932999895885587e-01,1.000000000000000000e+00,1.653451115581135111e+00,0.000000000000000000e+00,3.874314315374799422e-02,1.000000000000000000e+00
1.000000000000000000e+00,1.879739427028679577e+00,1.802549736382962897e-01,9.987688388240624215e-01,9.074126000050455332e-01,1.000000000000000000e+00,1.635832475757716287e+00,0.000000000000000000e+00,1.362708273977010776e-01,1.000000000000000000e+00
2.000000000000000000e+00,2.232344718434758235e+00,6.493256494654248145e-02,9.993140960267783424e-01,9.606215999810956419e-01,1.000000000000000000e+00,1.886799130933209057e+00,0.000000000000000000e+00,4.973982295502583223e-02,1.000000000000000000e+00
3.000000000000000000e+00,1.688867772546566615e+00,2.760517402325459169e-01,9.995013824454247464e-01,9.611799999838694930e-01,1.000000000000000000e+00,1.901959050365883197e+00,0.000000000000000000e+00,2.081795527591416284e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.815566125774941808e+00,1.680023147456762844e-01,9.990288823437551979e-01,9.814800000167451799e-01,1.000000000000000000e+00,1.607903370392748998e+00,0.000000000000000000e+00,1.269762536236767603e-01,1.000000000000000000e+00
5.000000000000000000e+00,2.744475647313983746e+00,6.826517368424306342e-01,9.991016390406628478e-01,9.664466000394895673e-01,1.000000000000000000e+00,1.358067791791466306e+00,0.000000000000000000e+00,5.127697234926593683e-01,1.000000000000000000e+00
6.000000000000000000e+00,2.521036532283717602e+00,1.141614538007482471e+00,9.985995629584134559e-01,1.160465100023429841e+00,1.000000000000000000e+00,1.642660343651448640e+00,0.000000000000000000e+00,8.584582379702760946e-01,1.000000000000000000e+00
7.000000000000000000e+00,4.192640078383957913e+00,9.971772451952906624e-02,9.992181229718283264e-01,9.182094999705441296e-01,1.000000000000000000e+00,1.922899948276118653e+00,0.000000000000000000e+00,7.559861628097870601e-02,1.000000000000000000e+00
8.000000000000000000e+00,1.414909267506144985e+01,5.801222648433493508e-03,9.965391975480983877e-01,9.718780000112019479e-01,1.000000000000000000e+00,1.543403595906801984e+00,0.000000000000000000e+00,4.850942000145273998e-03,1.000000000000000000e+00
9.000000000000000000e+00,3.006313427780956005e+00,7.232362351603253137e-01,9.988854302374680083e-01,1.037271099979989231e+00,1.000000000000000000e+00,1.536483567343914558e+00,0.000000000000000000e+00,5.431596669040540393e-01,1.000000000000000000e+00
1.000000000000000000e+01,4.912029300465233561e+00,1.942645868032231382e+00,9.991232844789615930e-01,1.021389400004409254e+00,1.000000000000000000e+00,1.789841367055608812e+00,0.000000000000000000e+00,1.458163976108383553e+00,1.000000000000000000e+00
1.100000000000000000e+01,6.497047925575745175e+00,3.586855728255453762e-02,9.990511789189967518e-01,9.526518000056967139e-01,1.000000000000000000e+00,1.672961726404620819e+00,0.000000000000000000e+00,2.756830255219925446e-02,1.000000000000000000e+00
1.200000000000000000e+01,1.830125926308229900e+00,6.022641373689147093e-01,9.990995480105592241e-01,9.444859999930486083e-01,1.000000000000000000e+00,2.167184055682207067e+00,0.000000000000000000e+00,4.524927844029696944e-01,1.000000000000000000e+00
1.300000000000000000e+01,2.523324717911676007e+00,1.506318377175155376e-01,9.991348064366423198e-01,9.551657999982126057e-01,1.000000000000000000e+00,1.668558484823244648e+00,0.000000000000000000e+00,1.139379484145036092e-01,1.000000000000000000e+00
1.400000000000000000e+01,2.492797273550449777e+00,1.297845592240462365e+00,9.992995182524140318e-01,1.029738600016571581e+00,1.000000000000000000e+00,1.198726550582968509e+00,0.000000000000000000e+00,9.748060286646942352e-01,1.000000000000000000e+00
1.500000000000000000e+01,2.496637257476926663e+00,2.534534092334610911e+00,9.990513952393663688e-01,1.022617099981289357e+00,1.000000000000000000e+00,1.772413154477040287e+00,0.000000000000000000e+00,1.901884992403369168e+00,1.000000000000000000e+00
1.600000000000000000e+01,2.077438464162606024e+00,4.494620173444660582e-02,9.988870305857192600e-01,9.728485000086948276e-01,1.000000000000000000e+00,1.590047165603045931e+00,0.000000000000000000e+00,3.476914222480713412e-02,1.000000000000000000e+00
1.700000000000000000e+01,3.417454712651411874e+00,4.149111709852642882e+00,9.991153175320912627e-01,9.020124000380747020e-01,1.000000000000000000e+00,1.524369287985353649e+00,0.000000000000000000e+00,3.117282024332449275e+00,1.000000000000000000e+00
1.800000000000000000e+01,3.021553044859040416e+00,5.025757181480757119e+00,9.992751102402603891e-01,2.226066799950785935e+00,1.000000000000000000e+00,8.493118894912758954e-01,0.000000000000000000e+00,3.771347174508436595e+00,1.000000000000000000e+00
1.900000000000000000e+01,1.988394712935061426e+00,1.137041308289113539e+00,9.989909693111789224e-01,1.441277600009925663e+00,1.000000000000000000e+00,1.875506148143414098e+00,0.000000000000000000e+00,8.537942502880917495e-01,1.000000000000000000e+00
2.000000000000000000e+01,1.679184183316202450e+00,5.810300709365063820e-01,9.991805520315231171e-01,9.710634000366553664e-01,1.000000000000000000e+00,1.866510466702361981e+00,0.000000000000000000e+00,4.369438534375330030e-01,1.000000000000000000e+00
2.100000000000000000e+01,9.839025980229479273e+00,2.597246362160563274e-02,9.989332532344568083e-01,9.958053000154905021e-01,1.000000000000000000e+00,1.835825738195571155e+00,0.000000000000000000e+00,2.001277644492872876e-02,1.000000000000000000e+00
2.200000000000000000e+01,1.757540641046908902e+01,1.910043808047872174e-02,9.989620139483830208e-01,9.221864999854005873e-01,1.000000000000000000e+00,1.524908464852025913e+00,0.000000000000000000e+00,1.480032521073791282e-02,1.000000000000000000e+00
2.300000000000000000e+01,2.720323416270240102e+00,6.306180999690007283e-02,9.993730999988125197e-01,9.078619999927468598e-01,1.000000000000000000e+00,1.480125834114364825e+00,0.000000000000000000e+00,4.831319639540790356e-02,1.000000000000000000e+00
2.400000000000000000e+01,3.166174554846327371e+00,3.342026438374760655e+00,9.988236397149740098e-01,8.613455999875441194e-01,1.000000000000000000e+00,1.578199273345864739e+00,0.000000000000000000e+00,2.507863636769595228e+00,1.000000000000000000e+00
2.500000000000000000e+01,2.599767250962354392e+00,2.347297583860351367e+00,9.996377652627521648e-01,9.488782000262290239e-01,1.000000000000000000e+00,2.091285267113469182e+00,0.000000000000000000e+00,1.761268697141154860e+00,1.000000000000000000e+00
2.600000000000000000e+01,4.809426910825485457e+00,1.020995852842059293e+01,9.988945327172263910e-01,9.237065000343136489e-01,1.000000000000000000e+00,1.522399160282796426e+00,0.000000000000000000e+00,7.668953923068000833e+00,1.000000000000000000e+00
2.700000000000000000e+01,2.306304375082896652e+00,2.265987779881702413e-01,9.995596132549402490e-01,1.030125199991744012e+00,1.000000000000000000e+00,1.804999042849259494e+00,0.000000000000000000e+00,1.709308018417449726e-01,1.000000000000000000e+00
2.800000000000000000e+01,2.375561032148592489e+00,3.665349489175584452e-01,9.980084453204469686e-01,9.199941999977454543e-01,1.000000000000000000e+00,1.749331680573577463e+00,0.000000000000000000e+00,2.756438612427468682e-01,1.000000000000000000e+00
2.900000000000000000e+01,5.918193110584450523e+00,4.988605772838709124e-02,9.991756792177056701e-01,9.230172000243328512e-01,1.000000000000000000e+00,1.929812358808743911e+00,0.000000000000000000e+00,3.801120651902129693e-02,1.000000000000000000e+00
3.000000000000000000e+01,2.667404855740653780e+00,3.002788689418702361e+00,9.990305974966275926e-01,1.024409500008914620e+00,1.000000000000000000e+00,1.647290463418501050e+00,0.000000000000000000e+00,2.253623254725580338e+00,1.000000000000000000e+00
3.100000000000000000e+01,2.304637559129370405e+00,1.263200891138729798e+00,9.993328804971369772e-01,9.634968000464141369e-01,1.000000000000000000e+00,1.670348048818088627e+00,0.000000000000000000e+00,9.482408536777673369e-01,1.000000000000000000e+00
3.200000000000000000e+01,3.735865180889771153e+00,8.823938024082606191e+00,9.988374457524823447e-01,1.050547799968626350e+00,1.000000000000000000e+00,1.799656331731370740e+00,0.000000000000000000e+00,6.618786641738530818e+00,1.000000000000000000e+00
3.300000000000000000e+01,1.740795610735003773e+00,5.283164276926731739e-01,9.989876465570706188e-01,9.929867999744601548e-01,1.000000000000000000e+00,2.029860819954345974e+00,0.000000000000000000e+00,3.972997628482966004e-01,1.000000000000000000e+00
3.400000000000000000e+01,1.788760922214327920e+00,1.539288205417183586e-01,9.987253150313458727e-01,9.612555999774485826e-01,1.000000000000000000e+00,1.544204267870922243e+00,0.000000000000000000e+00,1.164389756037540608e-01,1.000000000000000000e+00
3.500000000000000000e+01,2.134441295610221445e+00,1.076177087774946584e+00,9.990098698076866901e-01,8.989344000001437962e-01,1.000000000000000000e+00,1.964131086761967904e+00,0.000000000000000000e+00,8.081099191188969577e-01,1.000000000000000000e+00
3.600000000000000000e+01,2.089173600540481068e+00,2.354328109381207845e+00,9.991310723247854853e-01,1.028130499995313585e+00,1.000000000000000000e+00,1.489353734771003968e+00,0.000000000000000000e+00,1.766889262957923146e+00,1.000000000000000000e+00
3.700000000000000000e+01,5.502458410272072165e+00,2.187501847825554582e-02,9.981506154507800987e-01,8.646114000002853572e-01,1.000000000000000000e+00,2.005958977639466401e+00,0.000000000000000000e+00,1.703945172930628610e-02,1.000000000000000000e+00
3.800000000000000000e+01,1.994353997023629477e+00,7.307893828304972139e-01,9.970159279165136113e-01,9.751563000027090311e-01,1.000000000000000000e+00,1.410030371537547511e+00,0.000000000000000000e+00,5.486954442526231768e-01,1.000000000000000000e+00
3.900000000000000000e+01,2.463062899732885391e+00,3.800040987382568569e-01,9.987968312814895500e-01,8.992313999915495515e-01,1.000000000000000000e+00,1.546459565372237055e+00,0.000000000000000000e+00,2.859132444066881940e-01,1.000000000000000000e+00
4.000000000000000000e+01,3.313202806493159347e+00,2.045492874744175182e+00,9.991772387210723361e-01,9.536919000092893839e-01,1.000000000000000000e+00,1.949660052666787768e+00,0.000000000000000000e+00,1.535266572324326839e+00,1.000000000000000000e+00
4.100000000000000000e+01,3.967300454339498739e+00,7.770593684620301367e-02,9.989059900610627318e-01,9.625104000442661345e-01,1.000000000000000000e+00,1.996731671586730261e+00,0.000000000000000000e+00,5.905244394697456434e-02,1.000000000000000000e+00
4.200000000000000000e+01,3.628789211140995619e+00,1.697854339947313385e-01,9.985472561316227624e-01,9.246737000066787004e-01,1.000000000000000000e+00,1.808070241413727297e+00,0.000000000000000000e+00,1.280562989517546602e-01,1.000000000000000000e+00
4.300000000000000000e+01,2.944562709706251891e+00,8.805384265320848058e-02,9.965295394314613864e-01,9.069097000174224377e-01,1.000000000000000000e+00,1.619510740674384941e+00,0.000000000000000000e+00,6.658844468669339323e-02,1.000000000000000000e+00
4.400000000000000000e+01,2.604796682061923274e+00,4.584640512562786263e+00,9.993889920476574096e-01,9.333903000224381685e-01,1.000000000000000000e+00,1.623784819666076684e+00,0.000000000000000000e+00,3.440326860911954832e+00,1.000000000000000000e+00
4.500000000000000000e+01,1.954054898910061233e+00,9.289819938910796882e-02,9.996945690306945353e-01,9.181027000304311514e-01,1.000000000000000000e+00,1.821010873777611838e+00,0.000000000000000000e+00,7.067286127075837754e-02,1.000000000000000000e+00
4.600000000000000000e+01,5.305721097994690716e+00,4.042293269688325807e+00,9.990848101268134940e-01,9.071996999555267394e-01,1.000000000000000000e+00,1.687886360715359357e+00,0.000000000000000000e+00,3.033020004788045121e+00,1.000000000000000000e+00
4.700000000000000000e+01,3.954494846025772503e+00,1.050024714149436073e-01,9.989047933107279009e-01,9.114949000068008900e-01,1.000000000000000000e+00,1.577079586500455877e+00,0.000000000000000000e+00,7.940221464563838871e-02,1.000000000000000000e+00
4.800000000000000000e+01,3.720944661706184764e+00,4.401516808200487851e+00,9.990237034066119515e-01,1.005165300040971488e+00,1.000000000000000000e+00,1.818730710188149136e+00,0.000000000000000000e+00,3.301960275853574878e+00,1.000000000000000000e+00
4.900000000000000000e+01,2.211870615657383077e+00,8.132493722453945639e-02,9.994104020693752588e-01,9.139786000014282763e-01,1.000000000000000000e+00,1.504411591253724367e+00,0.000000000000000000e+00,6.201468136740168058e-02,1.000000000000000000e+00
5.000000000000000000e+01,2.435162934946934143e+00,1.108027874862351991e+00,9.990154570256009059e-01,8.957876000204123557e-01,1.000000000000000000e+00,1.569847584369280957e+00,0.000000000000000000e+00,8.320802599427752355e-01,1.000000000000000000e+00
5.100000000000000000e+01,2.033060621026166359e+00,6.092943867751267339e-02,9.990786387496340959e-01,9.509484000154770911e-01,1.000000000000000000e+00,1.889560989818958703e+00,0.000000000000000000e+00,4.674903255447590555e-02,1.000000000000000000e+00
