run,rho_MBD,rho_DDD
1,0.9996543728187575,0.9993692501083842
2,0.9996543728187575,0.9987688388240624
3,0.9996543728187575,0.9993140960267783
4,0.9996543728187575,0.9995013824454247
5,0.9996543728187575,0.9990288823437552
6,0.9996543728187575,0.9991016390406628
7,0.9996543728187575,0.9985995629584135
8,0.9996543728187575,0.9992181229718283
9,0.9996543728187575,0.9965391975480984
10,0.9996543728187575,0.998885430237468
11,0.9996543728187575,0.9991232844789616
12,0.9996543728187575,0.9990511789189968
13,0.9996543728187575,0.9990995480105592
14,0.9996543728187575,0.9991348064366423
15,0.9996543728187575,0.999299518252414
16,0.9996543728187575,0.9990513952393664
17,0.9996543728187575,0.9988870305857193
18,0.9996543728187575,0.9991153175320913
19,0.9996543728187575,0.9992751102402604
20,0.9996543728187575,0.9989909693111789
21,0.9996543728187575,0.9991805520315231
22,0.9996543728187575,0.9989332532344568
23,0.9996543728187575,0.998962013948383
24,0.9996543728187575,0.9993730999988125
25,0.9996543728187575,0.998823639714974
26,0.9996543728187575,0.9996377652627522
27,0.9996543728187575,0.9988945327172264
28,0.9996543728187575,0.9995596132549402
29,0.9996543728187575,0.998008445320447
30,0.9996543728187575,0.9991756792177057
31,0.9996543728187575,0.9990305974966276
32,0.9996543728187575,0.999332880497137
33,0.9996543728187575,0.9988374457524823
34,0.9996543728187575,0.9989876465570706
35,0.9996543728187575,0.9987253150313459
36,0.9996543728187575,0.9990098698076867
37,0.9996543728187575,0.9991310723247855
38,0.9996543728187575,0.9981506154507801
39,0.9996543728187575,0.9970159279165136
40,0.9996543728187575,0.9987968312814895
41,0.9996543728187575,0.9991772387210723
42,0.9996543728187575,0.9989059900610627
43,0.9996543728187575,0.9985472561316228
44,0.9996543728187575,0.9965295394314614
45,0.9996543728187575,0.9993889920476574
46,0.9996543728187575,0.9996945690306945
47,0.9996543728187575,0.9990848101268135
48,0.9996543728187575,0.9989047933107279
49,0.9996543728187575,0.999023703406612
50,0.9996543728187575,0.9994104020693753
51,0.9996543728187575,0.9990154570256009
52,0.9996543728187575,0.9990786387496341
53,0.9996543728187575,0.9990123141879106
54,0.9996543728187575,0.9987561909432543
55,0.9996543728187575,0.9982339220519243
56,0.9996543728187575,0.9994954210866559
57,0.9996543728187575,0.998691959167842
58,0.9996543728187575,0.998750198831677
59,0.9996543728187575,0.9991502452803088
60,0.9996543728187575,0.9986657807435775
61,0.9996543728187575,0.9989660513914679
62,0.9996543728187575,0.9988387651056075
63,0.9996543728187575,0.9990937243105986
64,0.9996543728187575,0.9990905587041247
65,0.9996543728187575,0.998530179777596
66,0.9996543728187575,0.9984485499240552
67,0.9996543728187575,0.9989325858813906
68,0.9996543728187575,0.9970211055157268
69,0.9996543728187575,0.9994224759667373
70,0.9996543728187575,0.9988685714768539
71,0.9996543728187575,0.9990385879530848
72,0.9996543728187575,0.9986071230133521
73,0.9996543728187575,0.9994416777174292
74,0.9996543728187575,0.9991447634511047
75,0.9996543728187575,0.9989443250516401
76,0.9996543728187575,0.9986961228118812
77,0.9996543728187575,0.9990424975173302
78,0.9996543728187575,0.9990430522117938
79,0.9996543728187575,0.9978699331986635
80,0.9996543728187575,0.9990712186554692
81,0.9996543728187575,0.9988682031498555
82,0.9996543728187575,0.9995600244767584
83,0.9996543728187575,0.9987952154225136
84,0.9996543728187575,0.9989273808896997
85,0.9996543728187575,0.9987969924139736
86,0.9996543728187575,0.9982006845361133
87,0.9996543728187575,0.9989939790256125
88,0.9996543728187575,0.99839612038101
89,0.9996543728187575,0.9958154295224861
90,0.9996543728187575,0.9991972078129681
91,0.9996543728187575,0.9987864168959188
92,0.9996543728187575,0.9972329461330227
93,0.9996543728187575,0.9990863807359628
94,0.9996543728187575,0.9992197884550919
95,0.9996543728187575,0.9990925244339902
96,0.9996543728187575,0.9989410932800512
97,0.9996543728187575,0.9987201066529064
98,0.9996543728187575,0.9969832559447467
99,0.9996543728187575,0.9986417143664388
100,0.9996543728187575,0.9993810650282846
