run,time_MBD,time_DDD
1,0.35508050001226366,0.9260932999895886
2,0.31214650004403666,0.9074126000050455
3,0.3011879000114277,0.9606215999810956
4,0.2851683999761008,0.9611799999838695
5,0.3010653000092134,0.9814800000167452
6,0.3275578999891877,0.9664466000394896
7,0.3360147000057623,1.1604651000234298
8,0.3144431000109762,0.9182094999705441
9,0.3078867999720387,0.971878000011202
10,0.31191729998681694,1.0372710999799892
11,0.30940590001409873,1.0213894000044093
12,0.32862679997924715,0.9526518000056967
13,0.331607099971734,0.9444859999930486
14,0.3043873999849893,0.9551657999982126
15,0.31732189998729154,1.0297386000165716
16,0.30707899999106303,1.0226170999812894
17,0.3329928999883123,0.9728485000086948
18,0.3117969000013545,0.9020124000380747
19,0.6232612999738194,2.226066799950786
20,0.6561749000102282,1.4412776000099257
21,0.5650699999532662,0.9710634000366554
22,0.3084697999875061,0.9958053000154905
23,0.3064898999873549,0.9221864999854006
24,0.31044010003097355,0.9078619999927469
25,0.3078560999711044,0.8613455999875441
26,0.3093693000264466,0.948878200026229
27,0.3163592999917455,0.9237065000343136
28,0.2954013000125997,1.030125199991744
29,0.30888129997765645,0.9199941999977455
30,0.3249705000198446,0.9230172000243329
31,0.3073562000063248,1.0244095000089146
32,0.3291399000445381,0.9634968000464141
33,0.31628640001872554,1.0505477999686264
34,0.3231327999965288,0.9929867999744602
35,0.46810589998494834,0.9612555999774486
36,0.3041477000224404,0.8989344000001438
37,0.31313259998569265,1.0281304999953136
38,0.27714259998174384,0.8646114000002854
39,0.2998463999829255,0.975156300002709
40,0.301213699975051,0.8992313999915496
41,0.27488520002225414,0.9536919000092894
42,0.3074948000139557,0.9625104000442661
43,0.3293205000227317,0.9246737000066787
44,0.30708230001619086,0.9069097000174224
45,0.2855039000278339,0.9333903000224382
46,0.29071480000857264,0.9181027000304312
47,0.34247830003732815,0.9071996999555267
48,0.34142390004126355,0.9114949000068009
49,0.30965150002157316,1.0051653000409715
50,0.3240986000164412,0.9139786000014283
51,0.3090786000248045,0.8957876000204124
52,0.30927490000613034,0.9509484000154771
53,0.34133780002593994,0.9565714999916963
54,0.3230471999850124,0.9703496999572963
55,0.46238950005499646,2.4112560999928974
56,0.9509169000084512,1.4002760000294074
57,0.29899330000625923,0.9293924000230618
58,0.33977799996500835,0.8730503999977373
59,0.2982466000248678,0.9403653999906965
60,0.271768799982965,0.9156846000114456
61,0.31441580003593117,0.9784614999662153
62,0.2989079999970272,1.043612499954179
63,0.3142716000438668,0.9333597000222653
64,0.3073131000273861,1.1912473000120372
65,0.2941522999899462,0.9292006000177935
66,0.2911154999746941,0.9773676000186242
67,0.2855814999784343,0.9583662999793887
68,0.31347639998421073,0.9979703000281006
69,0.32842139998683706,0.9403578000492416
70,0.30863919999683276,0.9338118999730796
71,0.32519160001538694,0.922202899993863
72,0.31226360000437126,0.8941543999826536
73,0.314711700018961,0.943149300001096
74,0.3543241000152193,0.9742605999927036
75,0.30061919998843223,0.908815799979493
76,0.31352229998447,1.008305500028655
77,0.31056579999858513,0.9466005999711342
78,0.3085599999758415,0.9380900000105612
79,0.3084859000518918,0.9111986000207253
80,0.3175059000495821,0.8978082000394352
81,0.3034987000282854,1.0056190000032075
82,0.29289579996839166,0.9069450999959372
83,0.32187700003851205,0.8988714999868535
84,0.32072899997001514,0.9187025999999605
85,0.30211519997101277,0.9292975999996997
86,0.32677699998021126,0.895219600002747
87,0.3031318999710493,0.9238819000311196
88,0.32461259997216985,0.9825835999799892
89,0.31975690001854673,0.9415349999908358
90,0.3157812000135891,0.9662494999938644
91,0.2875202000141144,3.3055705000297166
92,1.3142754000145942,1.0261091999709606
93,0.3111951000173576,0.8996968999854289
94,0.3051949000218883,0.9177782000042498
95,0.3262535000103526,1.0601685000001453
96,0.29699729999992996,0.9194323000265285
97,0.2904304999974556,0.9059800000395626
98,0.3050587000325322,0.924142700037919
99,0.3051442999858409,0.903768600022886
100,0.3075635999557562,0.949709799955599
