run,objective_MBD,objective_DDD
1,14.386063521261573,0.038743143153747994
2,14.386063521261573,0.13627082739770108
3,14.386063521261573,0.04973982295502583
4,14.386063521261573,0.20817955275914163
5,14.386063521261573,0.12697625362367676
6,14.386063521261573,0.5127697234926594
7,14.386063521261573,0.8584582379702761
8,14.386063521261573,0.0755986162809787
9,14.386063521261573,0.004850942000145274
10,14.386063521261573,0.543159666904054
11,14.386063521261573,1.4581639761083836
12,14.386063521261573,0.027568302552199254
13,14.386063521261573,0.4524927844029697
14,14.386063521261573,0.11393794841450361
15,14.386063521261573,0.9748060286646942
16,14.386063521261573,1.9018849924033692
17,14.386063521261573,0.034769142224807134
18,14.386063521261573,3.1172820243324493
19,14.386063521261573,3.7713471745084366
20,14.386063521261573,0.8537942502880917
21,14.386063521261573,0.436943853437533
22,14.386063521261573,0.02001277644492873
23,14.386063521261573,0.014800325210737913
24,14.386063521261573,0.048313196395407904
25,14.386063521261573,2.5078636367695952
26,14.386063521261573,1.7612686971411549
27,14.386063521261573,7.668953923068001
28,14.386063521261573,0.17093080184174497
29,14.386063521261573,0.27564386124274687
30,14.386063521261573,0.0380112065190213
31,14.386063521261573,2.2536232547255803
32,14.386063521261573,0.9482408536777673
33,14.386063521261573,6.618786641738531
34,14.386063521261573,0.3972997628482966
35,14.386063521261573,0.11643897560375406
36,14.386063521261573,0.808109919118897
37,14.386063521261573,1.7668892629579231
38,14.386063521261573,0.017039451729306286
39,14.386063521261573,0.5486954442526232
40,14.386063521261573,0.2859132444066882
41,14.386063521261573,1.5352665723243268
42,14.386063521261573,0.059052443946974564
43,14.386063521261573,0.12805629895175466
44,14.386063521261573,0.0665884446866934
45,14.386063521261573,3.440326860911955
46,14.386063521261573,0.07067286127075838
47,14.386063521261573,3.033020004788045
48,14.386063521261573,0.07940221464563839
49,14.386063521261573,3.301960275853575
50,14.386063521261573,0.06201468136740168
51,14.386063521261573,0.8320802599427752
52,14.386063521261573,0.046749032554475906
53,14.386063521261573,2.152117761385285
54,14.386063521261573,7.377771488793471
55,14.386063521261573,0.8743637485340838
56,14.386063521261573,11.280585296064231
57,14.386063521261573,2.8362949379458695
58,14.386063521261573,0.13611211678176094
59,14.386063521261573,2.5954870099035814
60,14.386063521261573,0.06999672442973692
61,14.386063521261573,0.30569307404903706
62,14.386063521261573,1.2972272804275524
63,14.386063521261573,1.171922821493734
64,14.386063521261573,0.03165329530682193
65,14.386063521261573,0.7482781048148667
66,14.386063521261573,0.39362378322645863
67,14.386063521261573,0.02197098576314242
68,14.386063521261573,1.2982211385292872
69,14.386063521261573,0.33417618953352723
70,14.386063521261573,0.040421310591583534
71,14.386063521261573,0.04166316422658229
72,14.386063521261573,0.387563809647578
73,14.386063521261573,0.25062469918345803
74,14.386063521261573,0.046313163106492104
75,14.386063521261573,0.09969992680792183
76,14.386063521261573,0.3508874458253385
77,14.386063521261573,0.6224336897989318
78,14.386063521261573,0.03698980287799538
79,14.386063521261573,0.3390513720913576
80,14.386063521261573,0.019154950689970095
81,14.386063521261573,0.7529900128301025
82,14.386063521261573,1.0087450826594087
83,14.386063521261573,0.15996159227888396
84,14.386063521261573,1.9718927556845156
85,14.386063521261573,1.9540916883270811
86,14.386063521261573,2.705607951751544
87,14.386063521261573,1.8002307428201965
88,14.386063521261573,0.045551596025089326
89,14.386063521261573,1.8702550161961664
90,14.386063521261573,4.279252647514782
91,14.386063521261573,0.21390942057711743
92,14.386063521261573,0.5248730605092263
93,14.386063521261573,1.5585660071932173
94,14.386063521261573,2.7889083771642693
95,14.386063521261573,5.616271634946754
96,14.386063521261573,0.01658883824899395
97,14.386063521261573,0.01214051570484507
98,14.386063521261573,0.006235780285151449
99,14.386063521261573,1.1165664077586992
100,14.386063521261573,3.8578986574972456
