run,lambda_MBD,lambda_DDD
1,19.176102997872015,0.475062089864728
2,19.176102997872015,1.625871919673862
3,19.176102997872015,0.3599639946630515
4,19.176102997872015,0.9151560581357
5,19.176102997872015,0.7858598670328393
6,19.176102997872015,0.08460274047950632
7,19.176102997872015,1.4703362431384903
8,19.176102997872015,2.412740841874496
9,19.176102997872015,0.4199710745909832
10,19.176102997872015,1.5959154741550967
11,19.176102997872015,1.0165339415943555
12,19.176102997872015,1.1202843649483465
13,19.176102997872015,0.4634802376040019
14,19.176102997872015,0.3539005843367312
15,19.176102997872015,2.03009513258663
