run,rho_MBD,rho_DDD
1,0.9996543710486151,0.9983848352629899
2,0.9996543710486151,0.9991912644776023
3,0.9996543710486151,0.99955741170498
4,0.9996543710486151,0.998479598916768
5,0.9996543710486151,0.9993476904147023
6,0.9996543710486151,1.0011978089163467
7,0.9996543710486151,0.9996230888871734
8,0.9996543710486151,0.9996990652846695
9,0.9996543710486151,1.0010831315133084
10,0.9996543710486151,1.0003462214298826
11,0.9996543710486151,0.9976821062360717
12,0.9996543710486151,1.0008029181432043
13,0.9996543710486151,0.9995817216095828
14,0.9996543710486151,0.9996437473434973
15,0.9996543710486151,1.0003737306756435
