run,time_MBD,time_DDD
1,0.47036409999964235,26.584562600000936
2,0.8107050000016898,25.110311099999308
3,0.37537890000021434,38.756645199999184
4,0.7532064999995782,39.65702170000077
5,0.3340100000004895,26.359860599999593
6,0.36042730000008305,22.213562300001286
7,0.3379449999993085,20.55746259999978
8,0.38211839999894437,22.259970799999792
9,0.3932044000011956,45.97020479999992
10,0.7322748000005959,45.74766379999892
11,0.778834700000516,46.92292989999987
12,0.7460700999999972,23.79782200000045
13,0.3797421999988728,21.224180100000012
14,0.307160099999237,22.11809379999977
15,0.40765579999970214,20.997605500000645
