run,J,lambda,rho,time,attempts,stress
0.000000000000000000e+00,3.754542069198598142e+01,1.504222033664274477e+03,9.999390209929055473e-01,2.281690909999997530e+01,6.000000000000000000e+00,9.539252185564442987e-01
1.000000000000000000e+00,1.264544584753390488e+01,1.842447051722636388e+03,9.989421931927774390e-01,2.554072120000000723e+01,3.000000000000000000e+00,9.445700382180277632e-01
