run,stress_MBD,stress_DDD
1,4.955013295355115,1.0365825303609972
2,6.0935330552630855,1.0510025929008064
3,1.9269407004446386,1.0873827735746338
4,5.518339763203021,0.9999592902608275
5,4.60631164090574,1.0967635701559042
6,6.0194070268589925,0.9816743913332078
7,4.094714833925319,1.069059233745383
8,4.025287202936981,1.11325741640287
9,5.542634946673729,0.9698869363851127
10,6.124829654112209,1.0524589157768107
11,4.902016063206462,0.9975743298542521
12,5.011751400465604,0.940453292038006
13,4.78850910270944,0.9765143154045844
14,5.823829222823374,1.0476713481611286
15,5.954910230192689,1.0452383617531373
