run,cost_MBD,cost_DDD
1,14.522410496277663,14.729556752688302
2,4.871791209170534,1.7277676160111846
3,8.455334600916464,6.871371044474143
4,5.070554578568351,37.06381737684834
5,16.18958916982763,12.969992558909054
6,9.42150102106587,12.512105040649578
7,5.0010126943422195,17.234265573132046
8,6.643071724836956,6.380890050888019
9,2.5667671467269013,16.64480472443231
10,15.001578934118006,5.639498560070027
11,9.793157892193683,16.489386705935427
12,3.5835730766355187,2.258644479209888
13,7.026001215850742,16.030345674163144
14,7.972815020572109,12.387107220660686
15,10.357732133158736,7.627454253031834
16,12.655078596862927,0.002702739791898991
17,5.884757436106875,3.4134770390740345
18,12.204793344552234,0.006766324268234689
19,7.634862277974086,1.6348639270225624
20,1.8652206940390172,0.14367642718205614
21,9.930237092738441,0.7957061042907297
22,9.074421704055661,3.4484738252680613
23,5.329760568220142,3.6041480115454068
24,8.007823212304181,3.670612309065386
25,3.915093945286385,6.1239785682008545
26,2.2720770683210945,3.1514256544959687
27,13.540931406956487,13.425146291138601
28,2.667072762947302,5.816197227877309
29,19.390271581748486,4.732433613851921
30,6.360492229707481,4.290825100545315
31,6.3317258089014254,0.0033678918875794913
32,5.089598496981526,1.6042998025136361
33,18.63159021049541,9.564693925682851
34,13.800880148820728,2.784821585625616
35,7.516476127869987,11.216179499598516
36,6.990121868027749,3.30116485970334
37,4.7942821102604904,8.156816589820197
38,3.695133863400182,5.843306780669598
39,5.516010328465439,3.8531445794906296
40,14.70854846583037,2.9015805432599895
41,9.277208906074431,3.509397848051042
42,9.645862020566122,7.765190249378474
43,4.949198373432855,1.9120752015083566
44,8.870536895947993,0.8766347003082091
45,4.779244889954281,1.8926848252487591
46,15.672592185670792,9.718154937312752
47,3.827585264870676,12.398834897254119
48,6.104541947584369,4.586932128444491
49,3.225974827251447,4.113351081947017
50,8.372217245328834,0.006061519565727975
51,16.02319754594854,6.150533511211659
52,7.082237088895456,8.033166750646352
53,5.714486313469545,13.77193167860827
54,5.947353209968519,12.572362078971276
55,10.823595284313708,0.01824682150634822
56,3.6283315343818825,3.2973962443992733
57,12.541570118240195,5.859668967535962
58,5.984661981171507,1.838912060901306
59,9.976264218650092,5.043297642712549
60,5.89395630115012,8.393162866529371
61,3.744321448124782,2.7123341895302553
62,21.462761918266402,4.024694610679491
63,4.033527061637399,13.905630502308538
64,4.91639522883384,8.094085044646938
65,9.818626038186652,6.136929190596864
66,5.8679890877270005,18.773682282576832
67,9.859492522504647,22.974147262126483
68,11.02463713355527,6.318206012596901
69,4.445724607314612,16.359132083914364
70,8.651784794558953,8.94353431028725
71,11.302857595260974,12.523821843567163
72,11.180966443701438,6.232759235066267
73,6.186556767312015,4.969051041885221
74,11.37891427132255,22.272543220853077
75,6.425539376220338,6.5291562220161685
76,10.123938463702377,3.4070552407363133
77,8.055856158432771,18.643772963690594
78,5.080599149424602,0.135290583953962
79,3.742500313806731,7.8600267272017685
80,4.604510736056178,3.850663478240556
81,4.228600503713109,3.258403219045101
82,2.4348059340707593,11.627326395404888
83,6.4003163188896535,7.062235097409559
84,7.921166563931471,3.967061462169671
85,10.220605780464162,0.5429670293752831
86,4.43663721554873,18.431442729438334
87,5.4410544199143445,6.813728141958185
88,8.271458779024613,12.543513933505105
89,1.6795167193512788,4.38423276057134
90,3.066485357228362,14.850941112089982
91,2.010161800589989,4.193773199803585
92,6.567470908930416,7.361805275140029
93,8.012321428182275,4.953328495606412
94,9.693215286386277,2.231676265713102
95,5.401903427783063,6.142098898774908
96,7.889171811676119,2.4888942681725412
97,6.450226288033459,6.50437139333489
98,10.306375219671205,1.2429420968430982
99,3.268852003043867,9.624586456068608
100,8.922565184361714,2.081816033392371
