run,J,lambda,rho,time,attempts,stress,ratio_violation
0.000000000000000000e+00,1.472955675268830156e+01,4.138732750315721631e+01,9.985923232857205623e-01,2.403517099999589846e+00,1.000000000000000000e+00,5.005685210228815185e-01,0.000000000000000000e+00,3.104057292448818117e+01,1.000000000000000000e+00,3.565623952324754597e-01
1.000000000000000000e+00,1.727767616011184559e+00,6.157358220727033427e+00,9.993683231962019464e-01,4.747428000009676907e-01,1.000000000000000000e+00,3.027955347605208125e+00,0.000000000000000000e+00,4.618138254967734113e+00,1.000000000000000000e+00,-9.018419436161952518e+00
2.000000000000000000e+00,6.871371044474143375e+00,3.811320269195780952e+01,9.991797955813690457e-01,4.006549000005179550e-01,1.000000000000000000e+00,3.509878451500735519e+00,0.000000000000000000e+00,2.858500213461644890e+01,1.000000000000000000e+00,-2.953088010144655051e+00
3.000000000000000000e+00,3.706381737684834121e+01,3.533218975122105121e+01,9.997367641552220574e-01,6.308098000008612871e-01,1.000000000000000000e+00,4.433784953873863621e+00,0.000000000000000000e+00,2.650344126508836951e+01,1.000000000000000000e+00,4.190438249966676132e+00
4.000000000000000000e+00,1.296999255890905367e+01,2.519040101957716260e+01,9.997582838281675599e-01,4.841072000017447863e-01,1.000000000000000000e+00,3.873109096483676073e+00,0.000000000000000000e+00,1.889497765399190854e+01,1.000000000000000000e+00,-2.490024222706253842e-01
5.000000000000000000e+00,1.251210504064957796e+01,3.432423512612200511e+01,9.985340582056835279e-01,5.590876999995089136e-01,1.000000000000000000e+00,5.980725385307058772e+00,0.000000000000000000e+00,2.574328652715285770e+01,1.000000000000000000e+00,-3.144806218763610550e-01
6.000000000000000000e+00,1.723426557313204555e+01,3.193572349335059357e+01,9.989481719638952928e-01,3.276710999998613261e-01,1.000000000000000000e+00,3.290265757341603425e+00,0.000000000000000000e+00,2.395188493752015546e+01,1.000000000000000000e+00,1.146750546340527865e+00
7.000000000000000000e+00,6.380890050888019083e+00,1.157265349593719783e+01,9.995570640783664196e-01,3.476817999980994500e-01,1.000000000000000000e+00,2.831252599375005730e+00,0.000000000000000000e+00,8.684637355280116822e+00,1.000000000000000000e+00,-3.229894736634873365e+00
8.000000000000000000e+00,1.664480472443230852e+01,4.217396872080498582e+01,9.980505895099074376e-01,1.022308499999780906e+00,1.000000000000000000e+00,6.449863226219299861e+00,0.000000000000000000e+00,3.163057148098290838e+01,1.000000000000000000e+00,7.593998690229588622e-01
9.000000000000000000e+00,5.639498560070027366e+00,2.606661396802947195e+01,9.995002237404477796e-01,3.446593000007851515e-01,1.000000000000000000e+00,2.040058109554560684e+00,0.000000000000000000e+00,1.955116807968679637e+01,1.000000000000000000e+00,-3.711906327784982196e+00
1.000000000000000000e+01,1.648938670593542710e+01,3.910565290940293437e+01,9.989661651018787447e-01,3.324304000016127247e-01,1.000000000000000000e+00,2.538125273729197939e+00,0.000000000000000000e+00,2.932933884648310752e+01,1.000000000000000000e+00,8.070563433995350255e-01
1.100000000000000000e+01,2.258644479209888090e+00,1.318475140414418867e+01,9.991394175304059155e-01,3.800736999983200803e-01,1.000000000000000000e+00,4.111044778964990876e+00,0.000000000000000000e+00,9.888672086849629395e+00,1.000000000000000000e+00,-7.565859923972617196e+00
1.200000000000000000e+01,1.603034567416314360e+01,4.891426919976596821e+01,9.992673698839559249e-01,3.577664000004006084e-01,1.000000000000000000e+00,2.052666209010062470e+00,0.000000000000000000e+00,3.668579451871482178e+01,1.000000000000000000e+00,6.651335049249620379e-01
1.300000000000000000e+01,1.238710722066068648e+01,3.820143147096288772e+01,9.996912894362599555e-01,4.168231999974523205e-01,1.000000000000000000e+00,2.848929714102425681e+00,0.000000000000000000e+00,2.865260191450458294e+01,1.000000000000000000e+00,-4.739578268781139414e-01
1.400000000000000000e+01,7.627454253031833886e+00,2.398398542166914638e+01,9.987955461717467065e-01,3.227865000008023344e-01,1.000000000000000000e+00,3.920935355093394747e+00,0.000000000000000000e+00,1.798809083420109545e+01,1.000000000000000000e+00,-2.604192193162960134e+00
1.500000000000000000e+01,2.702739791898990836e-03,1.889565845906695032e-02,9.990749501669639043e-01,3.066733000014210120e-01,1.000000000000000000e+00,3.362699002473386489e+00,0.000000000000000000e+00,1.426680079789593991e-02,1.000000000000000000e+00,-3.704275476764731678e+01
1.600000000000000000e+01,3.413477039074034547e+00,3.840024554860463013e+01,9.988249689638768469e-01,4.026698999987274874e-01,1.000000000000000000e+00,2.793851738119872419e+00,0.000000000000000000e+00,2.880027360101869149e+01,1.000000000000000000e+00,-5.959379370682025723e+00
1.700000000000000000e+01,6.766324268234688577e-03,4.049014843085099735e-02,9.991522175436200470e-01,3.384566999993694481e-01,1.000000000000000000e+00,3.093083989774616072e+00,0.000000000000000000e+00,3.046425135124440631e-02,1.000000000000000000e+00,-3.303008105625684721e+01
1.800000000000000000e+01,1.634863927022562446e+00,2.077071878369684654e+01,9.993754033247220780e-01,3.842199999999138527e-01,1.000000000000000000e+00,3.090677216178923992e+00,0.000000000000000000e+00,1.557818598442684532e+01,1.000000000000000000e+00,-9.160251697136207127e+00
1.900000000000000000e+01,1.436764271820561434e-01,2.957223214010927248e-01,9.985939586485018671e-01,4.150306999981694389e-01,1.000000000000000000e+00,2.672995033873140081e+00,0.000000000000000000e+00,2.218898830358491669e-01,1.000000000000000000e+00,-1.968226139674466424e+01
2.000000000000000000e+01,7.957061042907297432e-01,2.867913941648588594e+00,9.988969518849717399e-01,3.332217999995918944e-01,1.000000000000000000e+00,3.798145859609275199e+00,0.000000000000000000e+00,2.151044894928809015e+00,1.000000000000000000e+00,-1.215361526411213156e+01
2.100000000000000000e+01,3.448473825268061344e+00,7.430872815054584635e+00,9.992254869759967795e-01,3.424545000016223639e-01,1.000000000000000000e+00,3.102601951485427723e+00,0.000000000000000000e+00,5.573274845666711386e+00,1.000000000000000000e+00,-6.023606366308992044e+00
2.200000000000000000e+01,3.604148011545406760e+00,2.202596201738527881e+01,9.979613032424694552e-01,3.289686000025540125e-01,1.000000000000000000e+00,2.422343652232502809e+00,0.000000000000000000e+00,1.651956208095763401e+01,1.000000000000000000e+00,-5.805575722184260101e+00
2.300000000000000000e+01,3.670612309065385936e+00,2.202784097053286416e+01,9.990940016973698379e-01,3.604722000018227845e-01,1.000000000000000000e+00,2.990868643946879235e+00,0.000000000000000000e+00,1.652100195052378240e+01,1.000000000000000000e+00,-5.765185506697171114e+00
2.400000000000000000e+01,6.123978568200854511e+00,2.129372339964565342e+01,9.992701534547601128e-01,3.288952000002609566e-01,1.000000000000000000e+00,2.612914387316440656e+00,0.000000000000000000e+00,1.597039946721895731e+01,1.000000000000000000e+00,-3.506535397797175158e+00
2.500000000000000000e+01,3.151425654495968676e+00,3.040493149040677423e+01,9.993488365267488849e-01,4.699488999976892956e-01,1.000000000000000000e+00,4.289030147766939471e+00,0.000000000000000000e+00,2.280381268143463913e+01,1.000000000000000000e+00,-6.210006899809688008e+00
2.600000000000000000e+01,1.342514629113860103e+01,3.884968953039785333e+01,9.991108436346164412e-01,3.255614999980025459e-01,1.000000000000000000e+00,1.919760168213485496e+00,0.000000000000000000e+00,2.913735850962424934e+01,1.000000000000000000e+00,-4.389916052349825126e-02
2.700000000000000000e+01,5.816197227877308862e+00,2.228685770529170895e+01,9.992285044340728506e-01,7.472622000022965949e-01,1.000000000000000000e+00,5.352873462604835098e+00,0.000000000000000000e+00,1.671526622362681280e+01,1.000000000000000000e+00,-3.529215163674763289e+00
2.800000000000000000e+01,4.732433613851920740e+00,2.281577628999616181e+01,9.997980258863480296e-01,3.246106999977200758e-01,1.000000000000000000e+00,2.454863625892790502e+00,0.000000000000000000e+00,1.711283309524047169e+01,1.000000000000000000e+00,-4.560429077548118215e+00
2.900000000000000000e+01,4.290825100545315074e+00,1.256610647350544241e+01,9.997323292695389219e-01,3.368664000008720905e-01,1.000000000000000000e+00,2.551085534199240890e+00,0.000000000000000000e+00,9.426808527823606454e+00,1.000000000000000000e+00,-5.104885769418697095e+00
3.000000000000000000e+01,3.367891887579491268e-03,2.875751573147036777e-02,9.991811518640868472e-01,3.301637000004120637e-01,1.000000000000000000e+00,2.555550473898090313e+00,0.000000000000000000e+00,2.166661827320817690e-02,1.000000000000000000e+00,-3.588828489508953368e+01
