run,stress_MBD,stress_DDD
77,1.6069581028570037,1.1967238835029275
78,1.615839954175743,1.3200625857419634
79,1.0947067737733687,1.5425637249444424
80,1.3286372561374982,1.4638823452930838
81,0.8350420148233298,1.3408154047192213
82,1.2952317970800307,1.3333791943324347
83,1.413107670343946,1.2532752639984195
84,1.8467215225873113,1.2843059901905385
85,1.4992537231939296,1.2267460842975075
86,0.9422947727460009,1.3342498740557296
87,1.1120770294352327,1.4021749742314857
88,1.7251791426005543,1.2597026680962164
89,1.2935998886177156,1.1957896146075007
90,1.0783016042430222,1.3252677610462866
91,1.604867842341757,1.3329980921875233
92,2.0291663165912097,1.2634907515616591
93,1.2647600305808484,1.3575431138636869
94,0.879982372214607,1.2317267587092293
95,1.4151366111157142,1.2622709392087255
96,1.722414237607068,1.3019132772011544
97,1.3737941140662728,1.3141407856134664
98,1.3838986527539097,1.149613369393735
99,1.3057601362711115,1.3863391017214424
100,1.6970147520638614,1.3966160658520217
101,0.8606411043077188,1.1543081508357127
102,1.007884614106586,1.0581894300907302
103,1.9241727596202571,1.2198358979103425
104,1.379079436922979,1.2966450957427567
105,1.2584596454789951,1.2406673647643334
106,1.6117053647435557,1.5003485505645482
107,1.5346001173236627,1.3417816089201284
108,0.8906140677003559,1.4963502767367773
109,0.9319718817874252,1.3705824370654358
110,1.4778299496989458,1.1852186171388595
111,1.7191259872113624,1.3666434934093479
112,1.0304081023648166,1.0825478562833213
113,0.9162618360650582,1.17169505692549
114,1.748899844119659,1.2066398971716015
115,1.1423654165439503,1.3936535556950214
116,1.1070908133554604,1.285020641292642
117,1.1766610688920756,1.2791805252949533
118,1.5770451559688332,1.2144333893793047
119,1.3252741244913389,1.2809148063257292
120,1.1832683955529748,1.7388632867379337
121,1.2127601775767192,1.4987428329442458
122,1.2090540483363426,0.9628627022384784
123,1.3326907987483143,1.3574116966920124
124,1.1971186086722434,1.256932092473305
125,1.3928127975379054,1.3325948310654603
126,1.0854788546168228,1.2843219850944192
127,1.127490826238588,1.3552334854207762
128,1.4799081046808518,1.2287213795153769
129,1.4786025357687242,1.239181545357437
130,1.2531485776224647,1.36306582948854
131,1.522144770911007,1.2175162536277908
132,1.2696720681695963,1.152990457533824
133,1.7636435463454443,1.34322967807819
134,1.9279412671717107,1.2663281362920604
135,1.3995661236590276,1.2278841459652785
136,2.0848424904391485,1.111493498936132
137,1.4146077521493123,1.412019164828586
138,1.4315707955287216,1.475489701632663
139,1.814444721867887,1.320194457315349
140,1.265523758249224,1.276821988780045
141,1.4525785398748976,1.4382042269533
142,1.1556220781712145,1.2527309534615645
143,1.4201218596681993,1.195248990450569
144,1.4608009435733968,1.279786394911243
145,1.9946442881133364,1.3329393235905604
146,1.127835442752247,1.2468675503670494
147,1.3876725637795437,1.2202620942821196
148,1.5645758792371083,1.2287847797550566
149,1.1103628215017338,1.6349983418568879
150,1.4286710272546528,1.1573742880122357
