run,rho_MBD,rho_DDD
1,0.9996543710486151,0.9996299580822324
2,0.9996543710486151,0.9995135768377318
3,0.9996543710486151,0.9998117433260575
4,0.9996543710486151,0.9995861978471952
5,0.9996543710486151,0.999962603455863
6,0.9996543710486151,0.9997803274659228
7,0.9996543710486151,0.9993663737768435
8,0.9996543710486151,0.9997616314027012
9,0.9996543710486151,0.9979184319921702
10,0.9996543710486151,0.9993652712047775
11,0.9996543710486151,0.999519704314039
12,0.9996543710486151,0.999814380291328
13,0.9996543710486151,0.9982592641593213
14,0.9996543710486151,0.9999259368464475
15,0.9996543710486151,0.9954341650550919
16,0.9996543710486151,0.9978699286917707
17,0.9996543710486151,0.9988127764406506
18,0.9996543710486151,0.9997614652778986
19,0.9996543710486151,0.9993190209984815
20,0.9996543710486151,0.9992770013594164
21,0.9996543710486151,0.9998648206454659
22,0.9996543710486151,0.9995975321177923
23,0.9996543710486151,0.9997695562984387
24,0.9996543710486151,0.9995596991974418
25,0.9996543710486151,0.9990792085954772
26,0.9996543710486151,0.9991106217052544
27,0.9996543710486151,0.9997117013484575
28,0.9996543710486151,0.9989370440256835
29,0.9996543710486151,0.9995862465917154
30,0.9996543710486151,0.9991182864092252
31,0.9996543710486151,0.9995662216477069
32,0.9996543710486151,0.9999149442344637
33,0.9996543710486151,0.9997583361347281
34,0.9996543710486151,0.9997382046769613
35,0.9996543710486151,0.9997112412087165
36,0.9996543710486151,0.9999842223263453
37,0.9996543710486151,0.9998490352686644
38,0.9996543710486151,0.9995221186648988
39,0.9996543710486151,0.9995763367621469
40,0.9996543710486151,0.9989880515305085
41,0.9996543710486151,0.9999922874496046
42,0.9996543710486151,0.9986733868139951
43,0.9996543710486151,0.9997646342060358
44,0.9996543710486151,0.9998891272877652
45,0.9996543710486151,0.9999856779447226
46,0.9996543710486151,0.9998171937536161
47,0.9996543710486151,0.9999466858615363
48,0.9996543710486151,0.9998998718812152
49,0.9996543710486151,0.9997240540533074
50,0.9996543710486151,0.9985638579903188
51,0.9996543710486151,0.999378931349205
52,0.9996543710486151,0.9998990441970365
53,0.9996543710486151,0.9996646273471615
54,0.9996543710486151,0.9998225201075923
55,0.9996543710486151,0.9996749320445478
56,0.9996543710486151,0.9996494401681278
