run,time_MBD,time_DDD
1,0.38290510000661016,14.414313999994192
2,0.306933800020488,12.900959999999031
3,0.33076689997687936,13.262231900007464
4,0.3168831999937538,12.441932299989276
5,0.3092010999971535,14.007155699975556
6,0.3006566000112798,12.783932600024855
7,0.317685000016354,12.60838939997484
8,0.2935348999744747,14.489714399998775
9,0.30633530000341125,14.931055199995171
10,0.270795199990971,14.097684400010621
