run,cost_MBD,cost_DDD
1,6.248870958136487,1.6877664320133003
2,10.890237302750352,2.1717706238787677
3,5.1641093898834525,8.832108444347426
4,9.331208097538473,4.538004517259481
5,7.4348388995752375,5.720358603497485
6,5.528115275175282,31.209276219149633
7,19.826795321917665,15.309747361777287
8,8.924476679301339,3.4118076702320868
9,7.090588917866197,1.6998491428009734
10,8.84057541452984,7.0184578287859205
11,8.784002011530713,1.968093831968041
12,9.61740002166919,3.594745492719239
13,5.352956581249608,8.754739282097184
14,3.956188903402848,26.587315151644034
15,4.817225498743535,2.3549874815730973
16,11.865017514119332,20.79083434877682
17,10.64714635594529,11.504560342688308
18,10.435714314580007,4.815785863365373
19,7.562480150315771,9.628779544312714
20,4.2355595758845395,1.689050932863262
21,6.118485296980933,10.782805378993789
22,11.45364640577669,15.607324734959247
23,3.559572938263412,13.118615673106671
24,10.479377161322892,18.092288692425544
25,9.191769234950558,5.783997140781774
26,7.402590671940956,1.796724977661272
27,11.381323515833094,2.4710033202239736
28,7.476236298075177,2.8211112361207658
29,4.479077360784289,11.790529287052774
30,9.096727364332152,2.2238157188665104
31,3.36476125535654,19.42533288732118
32,12.483963951489407,8.325024761213928
33,9.148175069077515,1.9993418341186815
34,3.8238056605371633,9.043995208472852
35,7.7392952373884585,3.250078669454316
36,13.44791994021672,3.724437121896725
37,11.022348426321148,2.916623660754398
38,9.854593796004442,8.51246139060315
39,6.766848822566235,9.308837418656053
40,11.426459294421633,19.558073807146933
41,10.832736613547832,35.91401806242004
42,17.724294271447366,5.819357179233109
43,10.03291651836932,16.84287665434736
44,11.528905560370642,2.2155826814082387
45,10.238565276276065,1.7080101035690842
46,7.891506419855863,1.7618642634212884
47,4.080393593656953,11.883281930544962
48,4.585586976303488,13.948361382924565
49,7.241269420044177,9.576715960063945
50,4.85318350236149,12.881088325530719
51,9.623830574963579,7.888319672060317
52,7.499025277379884,16.237941546923114
53,12.304012491599048,1.9387920356808486
54,5.2211562955787505,16.135942828909652
55,10.12149028683272,2.0525168381393715
56,9.803562356201349,5.174675084190766
57,11.358149243183663,29.836430516679627
58,10.344755773005799,2.5120896069087504
59,4.768452062217525,12.787322461453956
60,11.889458192642133,9.856478734749514
61,13.979473866351325,5.280095836210571
62,3.2176925008415074,3.2752185728207768
63,5.202559062379557,3.1475041454706347
64,11.310723627764716,15.528324190919099
65,4.527960739321891,2.5737293492476367
66,7.475286455403176,2.008735181587354
67,14.84204510716216,3.532186257222991
68,10.619947814166935,1.8713846483808418
69,3.8146181946557736,2.5277642304250967
70,3.962294430790711,10.292572306504637
71,8.027768700622932,17.698398778656056
72,9.784066644869025,2.5791512310634466
73,6.288183152133866,14.089304817430834
74,10.033881987241625,4.202151566911907
75,12.710479265407836,2.8243308684137562
76,18.19628772360632,4.451160105646656
77,12.789580840398784,1.8250672061793958
78,8.977555038524253,12.818978690302783
79,7.691008488898477,3.5829494358289535
80,8.826955856083847,5.189646075490232
81,11.188877308238656,9.12874796256424
82,5.603248630590442,10.560633144393117
83,6.10192643845145,1.6691394099279833
84,6.5540982694218375,12.798012615429649
85,8.455114781124392,2.8287298102072485
86,14.526307374960659,5.570952111290647
87,10.517048191123475,20.419378792875044
88,5.162485343435271,3.320868503031873
89,10.039043184976942,8.648277780273547
90,6.168277754010949,33.196972596203054
91,5.6035436755490995,5.535305501164544
92,3.707690079769226,2.5400060813671277
93,3.1030073265820786,1.8550321302828965
94,3.5870365732288536,2.391702811222957
95,20.37341361912273,8.692782812619683
96,10.207802159249999,1.7579094017352097
97,8.908933796488105,18.692108778948885
98,12.380464570894121,1.638137226649851
99,9.157610766982597,18.22351645041165
100,6.061488583064352,6.9979064985402895
101,5.550847497106102,1.5970701608799844
102,9.236395449786944,11.944331565186586
103,8.848049654959588,1.9532034486772487
104,9.7105926365981,10.198354931866845
105,8.634808904514001,1.6978684422421946
106,5.405484864187952,14.33407979919669
107,7.415728645979424,17.144149193986443
108,4.265052015706764,10.691285460067782
109,11.206295965961397,1.6084980093584036
110,7.420328079570329,12.8771871788578
111,8.04440646823454,4.283611272298488
112,7.031748227577204,7.570484654102286
113,6.405130170983162,5.40953889913254
114,6.323045803650053,2.924356403802805
115,15.100501840681396,12.916576068690055
116,6.04870211502026,10.629229230394637
117,12.413937789785066,17.382036596422804
118,6.709207256104571,2.278701489892658
119,4.656719010446884,24.632548750047608
120,10.244002975007856,9.733175900560093
121,4.389172758381688,9.592560828022581
122,7.4569061860287125,2.069396240993656
123,5.320537243808228,13.376921015732698
124,7.183932501310673,13.709802028057517
125,5.044947667907309,2.1142501028941254
126,12.91847357290218,17.027484981094382
127,8.779348047159505,9.312189385408649
128,7.999887728921475,36.82100250668641
129,9.286623548716507,1.669467965836853
130,6.947513938355286,15.131275082198814
131,9.999770405679481,11.145254512895375
132,7.566628536674185,4.387340869999225
133,12.393096692598858,3.754898106991386
134,4.608159842821333,2.209474105287601
135,5.9680484147021975,30.67341511873858
136,10.968675096827837,4.319092380418531
137,9.483911292981242,4.239093781126324
138,10.272366838538616,5.520845623998976
139,8.285876115737766,2.106264924760295
140,8.586353900717537,20.096944833225656
141,5.760375584223025,1.7886164305253298
142,5.763830901966132,22.630283548260035
143,11.795415631173281,30.800565618320007
144,9.39509085107581,20.816901865272285
145,8.149217201254542,15.664620295579603
146,9.294335076843524,7.279322577187494
147,8.684902796677706,22.117513249867045
148,7.332813222480977,10.506851332656144
149,8.231436861740729,5.325759147172464
150,10.046189943246146,5.131042058773877
