run,stress_MBD,stress_DDD
118,1.856923255980771,1.2725657136777773
119,1.5860934573894345,1.2692981417198759
120,1.7343163263582055,1.3156693505027466
121,1.685920629573996,1.182808796542653
122,1.4196743112698353,1.207772266132924
123,1.1789086159907416,1.2671808319602798
124,0.995683436058836,1.2970822166557157
125,1.3740710990250196,1.0685461791637174
126,0.9698568491202383,1.1165607370256192
127,1.4578026930724122,1.0470634473080993
128,1.5622129887311358,1.06282394874717
129,1.1293167000930102,1.111220030692573
130,1.1415628532074458,1.2343562226779214
131,0.9247199267499847,1.3181386204197736
132,1.3711361703330052,1.314304803358767
133,1.7459191531461264,1.3835467828806245
134,1.892123242490174,1.273913774085594
135,1.7277639439245316,1.4776835770417784
136,1.6697257822680116,1.4888807510556152
137,1.2595549841368014,1.2863199036649662
138,1.5394467844062407,1.3930710243017335
139,2.3817508343965526,1.325893149765042
140,1.1586746287683465,1.2329799920699305
141,1.2045746855396025,1.081388163961098
142,1.525059135220724,1.2337170431280546
143,1.8937882076295656,1.266002559001528
144,1.5989604698728879,1.288901608036313
145,0.9648935506246435,1.169483799815035
146,1.3770096408054895,1.390220926464257
147,1.3321896508533426,1.3326217172719061
148,1.201112655891105,1.6765160140561883
149,1.4739347690749245,1.318201286476819
150,1.2137729242481592,1.4668037309119923
