timestamp,tag,gamma,obj_total,E_traj,D_mats,P_stab,elapsed_sec,signals_used,use_nrmse,rho_mbd,rho_ddd,iters,interval_lo,interval_hi,history_len,gamma_lo,gamma_hi,signals,signal_mix_weights,w_traj,w_mats,w_stab,dw_ctrl,dw_plant,dw_comp,tol,max_iter
2025-10-27T11:35:56,eval,0.3819660112501051,403.6765918633692,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.6180339887498949,423.6261960536808,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.2360679774997897,219.11653421600113,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.1458980337503154,278.46753246116526,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.29179606750063086,272.46974597533347,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.20162612375115663,176.2765337633507,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.18033988749894844,173.20380930741143,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.1671842700025236,290.20961439033454,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.18847050625473177,258.7834727105418,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.17531488875830695,217.50873141006548,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.18344550751409028,173.95573089572028,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.1784205087734488,282.5647785263694,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.18152612878859065,210.48812236620097,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,eval,0.17960675006309104,223.94624701311113,,,,,,True,,,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:35:56,best,0.18033988749894844,173.20380930741143,1.05304506500955,1721.5076424240187,0.0,1.5482382774353027,"y,z,x,u",True,0.992457844181665,0.994967653707002,12,0.1784205087734488,0.18152612878859065,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:40:13,eval,0.3819660112501051,221.00732961896307,,,,,,True,,,12,0.39822724876167187,0.40133286877681373,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:40:13,eval,0.6180339887498949,221.09198255922362,,,,,,True,,,12,0.39822724876167187,0.40133286877681373,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:40:13,eval,0.2360679774997897,221.0963668851252,,,,,,True,,,12,0.39822724876167187,0.40133286877681373,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:40:13,eval,0.47213595499957944,221.0664444434512,,,,,,True,,,12,0.39822724876167187,0.40133286877681373,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:40:13,eval,0.32623792124926393,221.03303112817437,,,,,,True,,,12,0.39822724876167187,0.40133286877681373,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:40:13,eval,0.4164078649987382,221.2107007508367,,,,,,True,,,12,0.39822724876167187,0.40133286877681373,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:40:13,eval,0.36067977499789694,221.10526045243017,,,,,,True,,,12,0.39822724876167187,0.40133286877681373,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:40:13,eval,0.39512162874653,220.94679517339864,,,,,,True,,,12,0.39822724876167187,0.40133286877681373,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T11:40:13,eval,0.40325224750231337,221.14249684236694,,,,,,True,,,12,0.39822724876167187,0.40133286877681373,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
