timestamp,tag,gamma,obj_total,E_traj,D_mats,P_stab,elapsed_sec,signals_used,use_nrmse,rho_mbd,rho_ddd,iters,interval_lo,interval_hi,history_len,gamma_lo,gamma_hi,signals,signal_mix_weights,w_traj,w_mats,w_stab,dw_ctrl,dw_plant,dw_comp,tol,max_iter
2025-10-27T12:06:33,eval,0.3819660112501051,534.0005895079534,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.6180339887498949,467.167062322712,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.7639320225002103,714.5858954276912,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.5278640450004206,484.6344987256243,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.6737620787507361,605.6324667190343,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.5835921350012618,520.0414553444435,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.6393202250021031,535.6222651760726,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.60487837125347,540.7158973577062,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.6261646075056782,540.5553227550581,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.6130089900092534,636.2037371455411,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.6211396087650367,633.5435415576312,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.6161146100243952,633.7978047267479,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.6192202300395371,577.7942739117372,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,eval,0.6173008513140374,500.7275052481887,,,,,,True,,,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
2025-10-27T12:06:33,best,0.6180339887498949,467.167062322712,1.3522238013138204,4658.148385213982,0.0,2.030963659286499,"y,z,x,u",True,0.9924933349004995,0.9872213764470552,12,0.6161146100243952,0.6192202300395371,14,0.0,1.0,"y,z,x,u",y:0.3;z:0.4;x:0.2;u:0.1,1.0,0.1,20.0,1.0,0.7,0.3,0.005,30
